question,answer
"Sure, how about two nights?",I was able to book that hotel for you for 2 nights. The reference number is 8LCNFKVO .
Thanks. I'm also interested in going to the Chiquito restaurant bar. Can you make a reservation there?,Sure what time and how many people?
"Hi, I am looking for a restaurant. I would prefer an expensive restaurant in the west of the city.",We offer 9 such places.
Is there a British one available?,Great choice! I have two. Graffiti and travellers rest. Would you like me to book one of these?
I am looking for some rest as a traveler so I choose travellers rest. There will be four of us for Saturday at 11:00. Please book.,"I'm sorry, it seems they are unable to accommodate you at that day and time. Would you like me to try another?"
Can you try for 10:00 please?,A table is reserved for 10:00. Your reference number is TX8BTBJT . The table will be reserved for 15 minutes. May I help you with anything else?
I would also like to find a college to visit.,What area is this college in? Do you know the name of it?
I'm visiting the area and want to stay at rosa's bed and breakfast.,"Sure thing! If you can tell me the day you're arriving, the number of nights you're staying, and the number in your party, I'd be happy to book that!"
I'm still working out the details for all of that. Can you tell me the star rating of the hotel?,Rosa's bed and breakfast is a 4 star guesthouse located in the South. Can I help you further today?
Yes. I would like to visit a museum while I am there.,The Bryard Art Museum is also in the South and has no entrance fee. Will that do?
Does Cambridge have any expensive Austalasian restaurants?,Unfortunately there are no restaurants fitting your request. Do you want me to look for a different food type for you?
I like British also. Are there any British restaurants that are expensive?,There are 6 British restaurants that are expensive. What part of town would you prefer?
That doesn't matter. Which of the restaurants have an opening for a table for 1 person at 13:30 on wednesday?,I was able to book you for 1 at Fitzbillies restaurant. Your reference number is LLT7M4SU . Can I help you with anything else?
I also need an expensive place to stay.,There are 5 options. They are all hotels with parking and internet included. Do you have a preference for area or star rating?
I'm looking for a hotel with free wifi.,Which area of town will you be staying in?
I will be staying in the south can you book me a room and send me the reference number?,"Absolutely the only hotel in the south is expensive, is that okay?"
Could you look for something in the west?,In the wast I have huntingdon marriott hotel and the cambridge belfry.
"If it's in the west, I want it to be a 0 star hotel. Is it?","No, it isn't. There are no 0 star hotels in the west but there are plenty more hotels I can recommend"
Can you check for ones in the centre and have free parking?,The only place that I have in the centre that offers free parking and internet is a guesthouse called the El Shaddai. It is cheap and has 0 stars.
That should be fine. I also want some other places to go nearby.,There are many different types of attractions in that area. Do you have a type in mind?
I want to visit some colleges.,"Yes, there are 18 colleges. Do you have any particular area in mind?"
I would like it to be in the South.,I am sorry there are none in the south. Would you like to try another area instead?
How about just try looking for any cinemas in the south?,We have Cineworld Cinema in the South area.
"That sounds great! Can I have their address and phone number, please?","00872208000 is the phone number. The address is cambridge leisure park, clifton way."
"Hi, I'd like to book a taxi from London Liverpool Street to Club Salsa.",Before I can complete your request please let me know a departure and or arrival time. Thank you.
I can leave any time after 01:30. Can you send me the car type I can expect and the contact number?,You are all set. You will be picked up in a Blue Volvo at 1:45. The contact number is 07144891471. Do you need help with anything else?
"Hi, I am looking for information on place to go.",What area of town are you interested in going to?
I would like to go to the centre of town,I would recommend All Saints Church. They are located on Jesus Lane.
I would like to go to a college. Do you have any colleges in the centre?,There are 13 colleges in the area ranging from free to several pounds admission. I'd suggest christ's college and it's free!
"That sounds great, what's the postcode please?",The postal code is cb23bu.
